Name,Categories,Address,City,State,Postcode,Phone,Fax,Latitude,Longitude,Employees,Established,ABN_Status,ABN,ABN_Name,Accuracy,ABN_2,ACN
Perth Day Surgery Centre,Hospitals,166 - 168 Cambridge St,Leederville,WA,6007,(08) 9422 5400,,-31.94044,115.82608,,1980,,,,,,
Nowra Private Hospital,Hospitals,,,,,(02) 4423 1476,,,,,,,,,,,
Northside Injury Service,Hospitals,25 Jarvis Rd,Elizabeth Vale,SA,5112,(08) 8282 5263,,-34.755478,138.656224,,,,,,,,
Northside Dialysis Unit,Hospitals,"Residence C, Mary Potter Circuit, Off Haydon Drive Bruce",Bruce,ACT,2617,(02) 6205 4006,,-35.2424535,149.0782628,,,,,,,,
Niola Private Hospital,Hospitals,,,,,(08) 9381 1833,,,,,,,,,,,
Nightcliff Renal Unit,Hospitals,192 Dick Ward Dr,Nightcliff,NT,810,(08) 8948 9000,,-12.389343,130.85228,,,,,,,,
Miami Day Hospital,Hospitals,24 Hillcrest Parade,Miami,QLD,4220,1800 111 634,,-28.063151,153.436814,,,,,,,,
Mental Health Intensive Care Unit,Hospitals,"Building 51, Lowe Road, Hornsby Hospital",Hornsby,NSW,2077,(02) 9477 9500,,-33.70316,151.100478,,,,,,,,
Melbourne Private Hospital,Hospitals,Royal Parade,Parkville,VIC,3052,(03) 8341 3400,,-37.788872,144.9587,,,,,,,,
Mater Pathology,Hospitals,14 Brighton Rd,Macleay Island,QLD,4184,(07) 3409 4318,,-27.62945,153.365503,,,,,,,,
Mater Hospital Bundaberg,Hospitals,313 Bourbong St,Bundaberg,QLD,4670,(07) 4153 9539,(07) 4153 1063,-24.870662,152.329106,1001+,1946,,,,,,
Mary Potter Hospice,Hospitals,89 Strangways Tce,North Adelaide,SA,5006,(08) 8239 9144,,-34.909805,138.588709,,,,,,,,
Mackay Specialist Day Hospital,Hospitals,,,,,(07) 4942 0777,,,,,,,,,,,
Lidia Perin Memorial Hospital,Hospitals,12 Napier Cl,Deakin,ACT,2600,(02) 6282 7755,,-35.322005,149.095233,,,,,,,,
Kirwan Health Campus,Hospitals,138 Thuringowa Dr,Thuringowa,QLD,4817,(07) 4799 9500,,-19.304224,146.732025,,,,,,,,
Kingsgrove Day Hospital,Hospitals,322 Kingsgrove Rd,Kingsgrove,NSW,2208,(02) 9554 4065,,-33.943865,151.102109,,,,,,,,
Jenny Early Learning Centre,Hospitals,66 Lucan St,Bendigo,VIC,3550,(03) 5444 3991,,-36.748644,144.28517,,,,,,,,
Hospitals-Private,Hospitals,21 Brickport Rd,Burnie,TAS,7320,(03) 6432 6000,,-41.046528,145.877982,,,,,,,,
Hospitals- Private,Hospitals,3056 Albany Hwy,Armadale,WA,6112,(08) 9391 1000,,-32.131996,116.017965,,,,,,,,
Hospitals- Private,Hospitals,Bay Rd,Victor Harbor,SA,5211,(08) 8552 0650,,-35.56008,138.607689,,,,,,,,
Hospitals- Private,Hospitals,Aldersey St,McLaren Vale,SA,5171,(08) 8323 6600,,-35.224311,138.544119,,,,,,,,
Hospitals- Private,Hospitals,18 North East Rd,Walkerville,SA,5081,(08) 8344 2777,,-34.89181,138.611488,,,,,,,,
Hospitals- Private,Hospitals,40 Briant Rd,Magill,SA,5072,(08) 8331 0811,,-34.916912,138.669954,,,,,,,,
Hospitals- Private,Hospitals,295 Fullarton Rd,Parkside,SA,5063,(08) 8272 0233,,-34.94938,138.624692,,,,,,,,
Hospitals- Private,Hospitals,350 South Tce,Adelaide,SA,5000,(08) 8408 2111,,-34.934223,138.614914,,,,,,,,
HOCA Gold Coast,Hospitals,"Premion Place, Level 9, 39 White St",Southport,QLD,4215,(07) 5657 6400,,-27.972417,153.410647,,,,,,,,
Gunbalanya Health Centre,Hospitals,Lot 503,Gunbalanya,NT,822,(08) 8979 0178,,-12.36061,133.00011,,,,,,,,
Glenelg Day Surgey & Specialist Centre,Hospitals,4 Gordon St,Glenelg,SA,5045,(08) 8294 2333,,-34.979663,138.518074,,,,,,,,
Glenelg Community Hospital,Hospitals,5 Farrell St,Glenelg South,SA,5045,(08) 8294 5555,(08) 8295 7533,-34.98994,138.51216,,1950,,,,,,
Glen Osmond Surgicentre Pty Ltd,Hospitals,45 Glen Osmond Rd,Eastwood,SA,5063,(08) 8271 5888,,-34.942685,138.619774,,,,,,,,
Gladstone Hospital Campus,Hospitals,"Mental Health and Alcohol, Tobacco and Other Drugs Services Building Flinders St",Gladstone,QLD,4680,(07) 4976 3244,,-23.848399,151.24697,,,,,,,,
Get Well Clinic,Hospitals,408 Maroondah Hwy,Healesville,VIC,3777,(03) 5962 4030,,-37.648145,145.528906,,,,,,,,
Flinders Private Hospital,Hospitals,1 Flinders Dr,Bedford Park,SA,5042,(08) 8275 3333,,-35.022244,138.569107,,,,,,,,
Epworth Rehabilitation Brighton,Hospitals,85 Wilson St,Brighton,VIC,3186,(03) 9591 9200,,-37.913525,145.002748,,,,,,,,
East Melbourne Specialist Day Hospital,Hospitals,23 Clarendon St,East Melbourne,VIC,3002,(03) 9473 4600,,-37.809671,144.983265,,,,,,,,
Dr Ryan Du-Sart,Hospitals,Western Orthopaedics &amp; Sports Speci 2/138 Spencer St,Bunbury,WA,6230,(08) 9779 9767,,-33.3274145,115.6360927,,,,,,,,
Diagnostic Breast Clinic - St.Andrew's Toowoomba Hospital,Hospitals,280 North St,Toowoomba,QLD,4350,1300 139 466,,-27.540017,151.934306,,,,,,,,
Corrimal Private Hospital,Hospitals,20- 22 Underwood St,Corrimal,NSW,2518,(02) 4285 1222,,-34.369723,150.896497,,,,,,,,
Cohealth,Hospitals,365 Hoddle St,Collingwood,VIC,3066,(03) 9448 5528,,-37.798796,144.992626,,,,,,,,
Cleve District Hospital and Aged Care,Hospitals,North Tce,Cleve,SA,5640,(08) 8628 2399,,-33.701476,136.493124,,,,,,,,
Canossa Private Hospital,Hospitals,169 Seventeen Mile Rocks Rd,Oxley,QLD,4075,(07) 3717 5555,,-27.552039,152.963837,,,,,,,,
Canberra Specialist Surgical Centre,Hospitals,"Equinox Business Park, Building 2, Level 3, 70 Kent St",Deakin,ACT,2600,(02) 6173 3733,,-35.320498,149.097298,,,,,,,,
Calvary Wakefield Surgicentre,Hospitals,316-320 Wakefield St,Adelaide,SA,5000,(08) 8223 1166,,-34.927685,138.612815,,,,,,,,
Calvary Hospital Hobart Inc,Hospitals,49 Augusta Rd,Lenah Valley,TAS,7008,(03) 6279 5333,,-42.865966,147.303575,,,,,,,,
Calvary Central Districts Hospital,Hospitals,25-37 Jarvis Rd,Elizabeth Vale,SA,5112,(08) 8250 4111,,-34.755478,138.656224,,,,,,,,
Cairns Day Surgery,Hospitals,156-160 Grafton St,Cairns,QLD,4870,(07) 4051 5454,,-16.919019,145.771987,,,,,,,,
Cabrini Pharmacy,Hospitals,183 Wattletree Rd,Malvern,VIC,3144,(03) 9508 1471,,-37.861674,145.0335,,,,,,,,
Butler Family Practice,Hospitals,Butler Central Shopping Centre Unit 2 150 Camborne Pkwy,Butler,WA,6036,(08) 9563 1480,,-31.638934,115.697586,,,,,,,,
"Bush, Adam Dr",Hospitals,Rossella St,Gladstone,QLD,4680,(07) 4971 3763,,-23.844665,151.247317,,,,,,,,
Blackwood Mental Health,Hospitals,153 Spencer St,South Bunbury,WA,6230,(08) 9729 9600,,-33.339836,115.640633,,,,,,,,
Berkeley Vale Private Hospital,Hospitals,,,,,(02) 4389 1970,,,,,1990,,,,,,
Baxter Payenham Dialysis Centre,Hospitals,2 Portrush Rd,Payneham,SA,5070,1300 734 834,,-34.896455,138.640199,,,,,,,,
Australian Hospital Care Group,Hospitals,Como Private Hospital,Parkdale,VIC,3195,(03) 9580 4555,,-37.9932879,145.0761207,,,,,,,,
Australian Clinical Labs,Hospitals,Ground Floor / 235 Ryrie St,Geelong,VIC,3220,(03) 5225 1192,,-38.149964,144.363279,,,,,,,,
Associate Professor Michael Woodward,Hospitals,1119 Doncaster Rd,Donvale,VIC,3111,(03) 9841 1400,,-37.790582,145.173191,,,,,,,,
Ashford Hospital,Hospitals,55 Anzac Hwy,Ashford,SA,5035,(08) 8375 5222,,-34.948105,138.576765,,,,,,,,
Ashford Eye & Laser Centre,Hospitals,215 Greenhill Rd,Eastwood,SA,5063,(08) 8274 7000,,-34.940736,138.621623,,,,,,,,
ANZMOSS,Hospitals,183 Wattletree Rd,Malvern,VIC,3144,(08) 8573 0033,,-37.861791,145.033359,,,,,,,,
Andrea Ahern Private Hospital,Hospitals,96 Berrburrum St,Battery Hill,QLD,4551,(07) 5491 1522,,-26.78305,153.12628,,,,,,,,
Adelaide Day Surgery,Hospitals,18 North Tce,Adelaide,SA,5000,(08) 8239 4900,,-34.922641,138.588873,,,,,,,,
Wollongong Private Hospital,Hospitals,360-364 Crown St,Wollongong,NSW,2500,(02) 4286 1000,(02) 4286 3000,-34.425708,150.880837,,1979,Active,91 000 392 101,Business Name,50%,91 000 392 101,
Warringah Mall Day Surgery,Hospitals,Level 1/ 1A Cross St,Brookvale,NSW,2100,(02) 9905 6100,,-33.76647,151.26861,,,Active,55 639 116 386,Business Name,50%,,
Wangaratta Private Hospital,Hospitals,134 Templeton St,Wangaratta,VIC,3677,(03) 5723 0900,,-36.349023,146.312528,,,Active,85 083 035 661,Business Name,50%,,
Tweed Day Surgery,Hospitals,38- 44 Boyd St,Tweed Heads,QLD,2485,(07) 5599 5522,,-28.17902,153.53999,,,Active,96 099 957 534,Business Name,50%,,
Tuggerah Lakes Private Hospital,Hospitals,Cnr Pacific Highway and Craigie Avenue,Kanwal,NSW,2259,(02) 4310 9100,,-33.262438,151.481522,,,Active,97 003 308 192,Business Name,50%,,
Toronto Private Hospital,Hospitals,Cnr Cary Street and Excelsior Parade,Toronto,NSW,2283,(02) 4950 4477,,-33.015802,151.592177,,,Active,48 001 461 561,Business Name,50%,,
The Victoria Clinic,Hospitals,324 Malvern Rd,Prahran,VIC,3181,(03) 9526 0200,,-37.84822,144.997275,,,Active,85 006 405 152,Business Name,50%,,
The Sydney Clinic,Hospitals,22- 24 Murray St,Bronte,NSW,2024,(02) 9389 8888,,-33.90145,151.26098,,,Active,85 006 405 152,Business Name,50%,,
The Geelong Clinic,Hospitals,98 Townsend Rd,St Albans Park,VIC,3219,(03) 5240 0700,,-38.18244,144.393391,,,Active,85 006 405 152,Business Name,50%,,
Tamara Private Hospital,Hospitals,2-6 Dean St,Tamworth,NSW,2340,(02) 6766 1955,,-31.077564,150.92168,1-Oct,1964,Active,36 003 184 889,Business Name,50%,,
Sydney Cornea Clinic,Hospitals,Park House Level 12 187 Macquarie St,Sydney,NSW,2000,(02) 9233 7333,,-33.866991,151.212059,,,Active,21 118 206 394,Business Name,50%,,
Sunnybank Private Hospital,Hospitals,245 Mccullough Street,Sunnybank,QLD,4109,(07) 3344 9333,,-27.572559,153.061423,,,Active,85 006 405 152,Business Name,50%,,
Strathfield Private Hospital,Hospitals,3 Everton Rd,Strathfield,NSW,2135,(02) 9745 7444,,-33.871933,151.097573,201-500,1989,Active,85 083 035 661,Business Name,50%,,
St Vincent's Private Hospital Toowoomba,Hospitals,22-36 Scott St,Toowoomba,QLD,4350,(07) 4690 4000,,-27.565848,151.973163,,,Active,61 083 645 505,Business Name,50%,,
St Vincent's Private Hospital Brisbane,Hospitals,411 Main St,Kangaroo Point,QLD,4169,(07) 3240 1205,,-27.473531,153.034961,201-500,1952,Active,61 083 645 505,Business Name,50%,,
St Luke's Nursing Home,Hospitals,429 Rokeby Rd,Subiaco,WA,6008,(08) 9381 8326,,-31.956407,115.823852,,,Active,16 000 009 012,Business Name,50%,,
St John Of God Richmond Hospital,Hospitals,177 Grose Vale Rd,North Richmond,NSW,2754,(02) 4570 6100,(02) 4571 1552,-33.591637,150.703083,,1895,Active,21 930 207 958,Business Name,50%,21 930 207 958,
St John of God Pinelodge Clinic,Hospitals,1480 Heatherton Rd,Dandenong,VIC,3175,(03) 8793 9444,(03) 8793 9440,-37.970196,145.213163,,1895,Active,21 930 207 958,Business Name,50%,21 930 207 958,
St John of God Hospital Warrnambool,Hospitals,136 Botanic Rd,Warrnambool,VIC,3280,(03) 5564 0600,,-38.371271,142.479302,,,Active,21 930 207 958,Other Name,50%,,
St John of God Hospital Murdoch,Hospitals,100 Murdoch Dr,Murdoch,WA,6150,(08) 9366 1111,,-32.067881,115.844682,,,Active,21 930 207 958,Other Name,50%,,
St John of God Frankston Rehabilitation Hospital,Hospitals,255 - 265 Cranbourne Rd,Frankston,VIC,3199,(03) 9788 3333,(03) 8790 8747,-38.15307,145.15597,,1895,Active,21 930 207 958,Business Name,50%,21 930 207 958,
St John Of God Burwood Hospital,Hospitals,13 Grantham St,Burwood,NSW,2134,(02) 9715 9200,(02) 9747 5223,-33.869735,151.100302,,1895,Active,44 003 667 696,Other Name,50%,21 930 207 958,
St John of God Bunbury Hospital,Hospitals,Bussell Hwy Cnr Robertson Drv,Bunbury,WA,6230,(08) 9722 1600,(08) 9722 1650,-33.36462,115.644873,,1895,Active,21 930 207 958,Business Name,50%,21 930 207 958,
St John of God Berwick Hospital,Hospitals,75 Kangan Dr,Berwick,VIC,3806,(03) 8784 5000,,-38.04538,145.344981,,,Active,21 930 207 958,Business Name,50%,,
St John Medical,Hospitals,Kambalda Health Centre 2 Gum Nut Pl,Kambalda West,WA,6442,(08) 9027 0029,,-31.209142,121.620089,,,Active,79 159 660 036,Business Name,50%,,
Southline Eye Surgery Centre,Hospitals,8 Woniora Rd,Hurstville,NSW,2220,(02) 9580 3036,,-33.96667,151.10041,,,Active,94 097 821 906,Business Name,50%,,
Southern Highlands Private Hospital,Hospitals,93 - 95 Bowral St,Bowral,NSW,2576,(02) 4862 9400,,-34.484362,150.422778,,1996,Active,80 064 402 393,Business Name,50%,,
Prince Of Wales Private Hospital,Hospitals,Level 5 Barker St,Randwick,NSW,2031,(02) 9650 4000,,-33.921199,151.238879,,,Active,28 106 723 871,Trading Name,50%,,
Port Macquarie Private Hospital,Hospitals,Lake Rd,Port Macquarie,NSW,2444,(02) 6583 5655,,-31.447569,152.896509,,,Active,85 083 035 661,Business Name,50%,,
Port Macquarie Private Hospital,Hospitals,4 10B Highfields Cricuit,Port Macquarie,NSW,2444,(02) 6581 2033,,-31.454389,152.877837,,,Active,85 083 035 661,Business Name,50%,,
Peninsula Private Hospital,Hospitals,525 McClelland Dr,Langwarrin,VIC,3910,(03) 9788 0000,,-38.157403,145.169452,,,Active,85 006 405 152,Business Name,50%,,
Peel Health Campus,Hospitals,110 Lakes Rd,Mandurah,WA,6210,(08) 9531 8000,,-32.533029,115.764345,,,Active,36 003 184 889,Business Name,50%,,
Nowra Private Hospital,Hospitals,Weeroona Pl,Nowra,NSW,2541,(02) 4421 5855,,-34.893051,150.607173,,,Active,85 083 035 661,Business Name,50%,,
Norwest Private Hospital,Hospitals,11 Norbrik Dr,Bella Vista,NSW,2153,(02) 8882 8882,,-33.745217,150.954017,,,Active,85 006 405 152,Business Name,50%,,
Northern Beaches Hospital,Hospitals,105 Frenchs Forest Rd West,Frenchs Forest,NSW,2086,(02) 9105 5000,,-33.751304,151.234085,,,Active,83 722 380 020,Business Name,50%,,
Nepean Private Hospital,Hospitals,1-9 Barber Ave,Kingswood,NSW,2747,(02) 4732 7333,,-33.75827,150.71322,,,Active,85 006 405 152,Business Name,50%,,
Nambour Selangor Private Hospital,Hospitals,62 Netherton St,Nambour,QLD,4560,(07) 5459 7444,,-26.619704,152.956568,,,Active,48 000 935 946,Business Name,50%,,
Murray Valley Private Hospital,Hospitals,Nordsvan Dr,Wodonga,VIC,3690,(02) 6055 3100,,-36.139773,146.872,1-Oct,,Active,36 003 184 889,Business Name,50%,,
Mt Wilga Private Hospital,Hospitals,66 Rosamond St,Hornsby,NSW,2077,(02) 9847 5000,(02) 9477 1253,-33.691738,151.09439,,1964,Active,54 003 222 080,Business Name,50%,,
Mount Hospital,Hospitals,150 Mounts Bay Rd,Perth,WA,6000,(08) 9327 1100,,-31.958495,115.845284,,,Active,85 006 405 152,Business Name,50%,,
Mosman Private Hospital,Hospitals,1 Ellamatta Ave,Mosman,NSW,2088,(02) 8968 6000,,-33.835214,151.247655,,,Active,85 006 405 152,Business Name,50%,,
Mitcham Private Hospital,Hospitals,27 Doncaster East Rd,Mitcham,VIC,3132,(03) 9210 3222,,-37.810278,145.194786,,,Active,64 142 923 084,Other Name,50%,,
Milleara,Hospitals,215-217 Milleara Rd,Keilor East,VIC,3033,(03) 9331 4110,(03) 9331 4058,-37.747228,144.862232,,,Active,31 572 120 536,Trading Name,50%,,
Mental Health Review Tribunal,Hospitals,Gladesville Hospital Building 40 Digby Rd,Gladesville,NSW,2111,(02) 9816 5955,,-33.837956,151.129259,,,Active,66 329 169 412,Other Name,50%,,
Maxxis,Hospitals,High St,Jandowae,QLD,4410,0408 741 330,,-26.774493,151.105175,,,Active,47 145 182 265,Trading Name,50%,,
Mater Private Hospital Springfield,Hospitals,30 Health Care Drive (Off Sinnathamby Boulevard),Springfield Central,QLD,4300,(07) 3098 3900,,-27.686213,152.908709,,,Active,83 096 708 922,Business Name,50%,,
Mater Dialysis Unit,Hospitals,Ground Floor Suite 7 272 Pacific Hwy,Crows Nest,NSW,2065,(02) 9466 8430,,-33.8287,151.201,,,Active,61 083 645 505,Business Name,50%,,
Masada Private Hospital,Hospitals,1A St Kilda Rd,St Kilda,VIC,3182,1300 275 162,,-37.857801,144.98238,,,Active,52 983 845 639,Trading Name,50%,,
Malvern Private Hospital,Hospitals,5 Wilton Vale Crst,Malvern East,VIC,3145,(03) 9885 9621,,-37.867308,145.061053,,,Active,55 111 803 411,Business Name,50%,,
Linacre Private Hospital,Hospitals,12 Linacre Rd,Hampton,VIC,3188,(03) 9598 9666,,-37.942671,145.003288,,,Active,85 083 035 661,Business Name,50%,,
Lady Davidson Private Hospital,Hospitals,434 Bobbin Head Rd,North Turramurra,NSW,2074,(02) 9488 0111,,-33.690863,151.150923,,,Active,53 079 309 550,Business Name,50%,,
Knox Private Hospital,Hospitals,262 Mountain Hwy,Wantirna,VIC,3152,(03) 9210 7000,,-37.849412,145.228118,,,Active,99 279 745 984,Trading Name,50%,,
Kareena Private Hospital,Hospitals,86 Kareena Rd,Caringbah,NSW,2229,(02) 9717 0000,,-34.034947,151.114272,,,Active,85 083 035 661,Business Name,50%,,
John Flynn Private Hospital,Hospitals,42 Inland Dr,Tugun,QLD,4224,(07) 5598 9000,,-28.154196,153.488383,,,Active,85 083 035 661,Business Name,50%,,
Holroyd Private Hospital,Hospitals,123 Chetwynd Rd,Guildford,NSW,2161,(02) 9681 2222,,-33.846201,150.97902,,,Active,14 064 223 481,Business Name,50%,,
Hollywood Private Hospital,Hospitals,Monash Ave,Nedlands,WA,6009,(08) 9346 6000,,-31.96896,115.8097,1001+,1942,Active,36 003 184 889,Business Name,50%,,
Hillcrest- Rockhampton Private Hospital,Hospitals,4 Talford St,Rockhampton,QLD,4700,(07) 4932 1321,(07) 4922 5936,-23.377639,150.496226,,,Active,48 000 935 946,Business Name,50%,,
Health Mix,Hospitals,1703 Point Nepean Rd,Rosebud West,VIC,3940,(03) 5950 3555,,-38.365169,144.871177,,,Active,33 150 265 811,Business Name,50%,,
Frankston Private Hospital,Hospitals,Level 3 24-28 Frankston Flinders Rd,Frankston,VIC,3199,(03) 8796 1300,,-38.154668,145.132856,,,Active,78 141 265 714,Business Name,50%,,
Frankston Private Day Surgery,Hospitals,L 2 24-28 Frankston Flinders Rd,Frankston,VIC,3199,(03) 9781 6900,,-38.154668,145.132856,,,Active,78 141 265 714,Business Name,50%,,
Essendon Private Clinic,Hospitals,35 Rosehill Rd,Essendon West,VIC,3040,(03) 9337 9577,,-37.74862,144.885382,,,Active,87 607 036 831,Business Name,50%,,
Epworth Geelong,Hospitals,1 Epworth Pl,Waurn Ponds,VIC,3216,(03) 5271 7777,,-38.193812,144.301931,,,Active,97 420 694 950,Business Name,50%,,
Epworth Freemasons,Hospitals,320 Victoria Parade,East Melbourne,VIC,3002,(03) 9418 8188,,-37.809431,144.982299,,,Active,97 420 694 950,Business Name,50%,,
Epworth Cliveden,Hospitals,29 Simpson St,East Melbourne,VIC,3002,(03) 9107 4500,,-37.815742,144.987374,,,Active,97 420 694 950,Business Name,50%,,
Eden Rehabilitation Centre,Hospitals,50 Maple St,Cooroy,QLD,4563,(07) 5472 6472,,-26.419987,152.90901,,,Active,22 143 486 515,Business Name,50%,,
Dudley Private Hospital,Hospitals,261 March St,Orange,NSW,2800,(02) 6362 8122,,-33.282218,149.121239,,,Active,85 083 035 661,Business Name,50%,,
Dubbo Private Hospital,Hospitals,Moran Dr,Dubbo,NSW,2830,(02) 6841 8800,,-32.236665,148.62162,,,Active,48 121 815 870,Business Name,50%,,
Dr Glenn & Partners Medical Imaging,Hospitals,Wollongong Private Hospital Ground Floor 360-364 Crown St,Wollongong,NSW,2500,(02) 4243 4000,,-34.425708,150.880837,,,Active,57 071 459 026,Business Name,50%,,
Cotham Private Hospital,Hospitals,Cnr Cotham Rd and Adeny Ave,Kew,VIC,3101,(03) 8803 0500,,-37.808811,145.04769,,,Active,78 002 988 696,Trading Name,50%,,
Como Private Hospital,Hospitals,152 Como Parade West,Parkdale,VIC,3195,(03) 9586 3500,,-37.990861,145.072509,,,Active,96 004 543 891,Business Name,50%,,
Clinipath,Hospitals,11 Robinson Rd,Rockingham,WA,6168,(08) 9592 8256,,-32.287003,115.742553,,,Active,57 008 811 185,Trading Name,50%,,
Campbelltown Private Hospital,Hospitals,42 Parkside Crst,Campbelltown,NSW,2560,(02) 4621 9111,,-34.07556,150.804968,,,Active,85 006 405 152,Business Name,50%,,
Cairns Private Hospital,Hospitals,1 Upward St,Cairns,QLD,4870,(07) 4052 5200,,-16.916541,145.768459,,,Active,36 003 184 889,Business Name,50%,,
Cabrini Pathology,Hospitals,443 Centre Rd,Bentleigh,VIC,3204,(03) 9563 9065,,-37.918432,145.040344,,,Active,31 634 130 653,Business Name,50%,,
Cabrini Pathology,Hospitals,393 New St,Brighton,VIC,3186,(03) 9596 1288,,-37.900638,144.993466,,,Active,31 634 130 653,Business Name,50%,,
Cabrini Pathology,Hospitals,Monash University Health Service,Clayton,VIC,3168,(03) 9543 1780,,-37.920829,145.12451,,,Active,31 634 130 653,Business Name,50%,,
Cabrini Pathology,Hospitals,205 Koornang Rd,Carnegie,VIC,3163,(03) 9571 5732,,-37.892423,145.056069,,,Active,31 634 130 653,Business Name,50%,,
Cabrini Pathology,Hospitals,1368 High St,Malvern,VIC,3144,(03) 9500 0106,,-37.857956,145.037507,,,Active,31 634 130 653,Business Name,50%,,
Cabrini Pathology,Hospitals,183 Wattletree Rd,Malvern,VIC,3144,(03) 9508 1434,,-37.861674,145.0335,,,Active,31 634 130 653,Business Name,50%,,
Cabrini Pathology,Hospitals,302 Glenferrie Rd,Malvern,VIC,3144,(03) 9822 5496,,-37.854335,145.029865,,,Active,31 634 130 653,Business Name,50%,,
Buderim Private Hospital,Hospitals,"12 Elsa Wilson Drive, Via Syd Lingard Drive",Buderim,QLD,4556,(07) 5430 3303,(07) 5430 3337,-26.68389,153.093148,201-500,1980,Active,25 548 385 225,Business Name,50%,87 842 457 440,
Bryant Radiology,Hospitals,St George Private Hospital,Kogarah,NSW,2217,(02) 9598 5444,,-33.962727,151.133464,,,Active,65 080 595 937,Business Name,50%,,
Brunswick Private Hospital,Hospitals,82 Moreland Rd,Brunswick,VIC,3056,(03) 9385 1111,,-37.756918,144.971632,,,Active,39 134 506 915,Business Name,50%,,
Beleura Private Hospital,Hospitals,925 Nepean Hwy,Mornington,VIC,3931,(03) 5976 0888,,-38.225257,145.048777,,,Active,80 287 794 388,Trading Name,50%,,
Baringa Private Hospital,Hospitals,31 Mackays Rd,Coffs Harbour,NSW,2450,(02) 6659 4444,,-30.278834,153.103176,,,Active,36 003 184 889,Business Name,50%,,
Bankstown Day Surgery,Hospitals,67 Rickard Rd,Bankstown,NSW,2200,(02) 9707 2210,,-33.914173,151.035453,,,Active,74 141 934 394,Business Name,50%,,
Attadale Private Hospital,Hospitals,21 Hislop Rd,Attadale,WA,6156,(08) 9330 1000,,-32.029724,115.810664,,,Active,15 318 100 759,Other Name,50%,,
Alfred Health,Hospitals,"Ashley Ricketson Centre Building 22 , 260 Kooyong Rd",Caulfield,VIC,3162,(03) 9076 6207,,-37.882773,145.017645,,,Active,27 318 956 319,Entity Name,50%,,
Albury Wodonga Private Hospital,Hospitals,,Albury,NSW,2640,(02) 6041 1411,(02) 6022 4570,-36.0807785,146.9164693,1-Oct,,Active,36 003 184 889,Business Name,50%,36 003 184 889,
Albury Wodonga Private Hospital,Hospitals,1125 Pemberton St,West Albury,NSW,2640,(02) 6041 1411,(02) 6022 4570,-36.075762,146.884124,1-Oct,,Active,36 003 184 889,Business Name,50%,36 003 184 889,
Albert Road Clinic,Hospitals,31- 33 Albert Rd,Melbourne,VIC,3004,(03) 9256 8311,(03) 9820 9588,-37.834448,144.972465,,1964,Active,43 006 794 681,Business Name,50%,,
Wimmera Health Care Group,Hospitals,32-36 Anderson St,Dimboola,VIC,3414,(03) 5389 1301,,-36.449996,142.024569,,,Active,21 203 855 611,Entity Name,75%,,
Westmead Private Hospital,Hospitals,Cnr Mons &amp; Darcy Rds,Westmead,NSW,2145,(02) 8837 9000,,-33.8079254,150.9873609,,,Active,99 083 874 597,Business Name,75%,,
The Southport Private Hospital,Hospitals,21 Spendelove Ave,Southport,QLD,4215,(07) 5671 8000,,-27.97274,153.407972,,,Active,51 005 288 095,Business Name,75%,,
Sydney Phobia Clinic,Hospitals,S 516 155 King St,Sydney,NSW,2000,(02) 8540 8739,,-33.869334,151.209862,,,Active,80 789 132 727,Business Name,75%,,
Sydney Day Surgery,Hospitals,100 Carillon Ave,Newtown,NSW,2042,(02) 9517 2024,,-33.891655,151.18334,,,Active,37 639 120 291,Business Name,75%,,
Sydney Day Surgery,Hospitals,Level 2 213-219 Darlinghurst Rd,Darlinghurst,NSW,2010,(02) 8302 1170,,-33.87645,151.22098,,,Active,37 639 120 291,Business Name,75%,,
Sunshine Coast Haematology and Oncology Clinic,Hospitals,10 King St,Buderim,QLD,4556,(07) 5479 0000,,-26.684476,153.056787,Nov-20,1998,Active,94 074 780 635,Business Name,75%,94 074 780 635,
St John of God Mt Lawley Hospital,Hospitals,Thirlmere Road,Mt Lawley,WA,6050,(08) 9370 9222,,-31.936019,115.884222,,1937,Active,21 930 207 958,Business Name,75%,,
St John of God Health Care,Hospitals,12 Salvado Rd,Subiaco,WA,6008,(08) 9382 6111,,-31.941928,115.825717,,,Active,53 066 805 132,Other Name,75%,,
Save Sight Institute,Hospitals,"South Block, Sydney Eye Hospital 8 Macquarie Street",Sydney,NSW,2000,(02) 9382 7300,,-33.868205,151.212869,,,Active,15 211 513 464,Business Name,75%,,
Robina Procedure Centre,Hospitals,"Shop 4110, Level 3 Robina Town Centre Drv, Robina Town Centre",Robina,QLD,4226,(07) 5592 7999,,-28.070124,153.387845,,,Active,36 138 878 510,Business Name,75%,,
Northpark Private Hospital,Hospitals,Corner Plenty and Greenhills Roads,Bundoora,VIC,3083,(03) 9468 0110,,-37.691127,145.062123,,,Active,85 006 405 152,Business Name,75%,,
Northpark Private Hospital,Hospitals,Corner Plenty &amp; Greenhills Roads,Bundoora,VIC,3083,(03) 9468 0100,,-37.696934,145.058737,,,Active,85 006 405 152,Business Name,75%,,
North Richmond Family Medical Practice,Hospitals,12 Grose Vale Rd,North Richmond,NSW,2754,(02) 4571 3399,,-33.580447,150.718266,,,Active,26 362 048 914,Business Name,75%,,
Monash Ultrasound For Women,Hospitals,252 Clayton Rd,Clayton,VIC,3168,(03) 9544 6744,,-37.921911,145.120737,,,Active,63 006 942 990,Other Name,75%,,
